name,desp,example,synx,parameter,output,module
mbsrtowcs(),The mbsrtowcs() function in C++ converts a narrow multibyte character sequence to a wide character sequence (of type wchar_t).,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.utf8"");
	
	const char* str = ""\u0763\u0757\u077f\u075f"";
	wchar_t wstr[20];
	
	mbstate_t ps = mbstate_t();
	int len = 10;
	int retVal;
	
	retVal = mbsrtowcs(wstr, &str, len, &ps);
	wcout << L""Number of wide characters written (excluding L\""\\0\"") = "" << retVal << endl;
	wcout << L""Wide character = "" << wstr << endl;
	
	return 0;
}","size_t mbsrtowcs( wchar_t* dest, const char** src, size_t len, mbstate_t* ps );","dest: Pointer to the array where the converted wide character is stored.
src: Pointer to pointer to the first multibyte character to convert.
len: Maximum number wide character to store.
ps: Pointer to the conversion state used when interpreting the multibyte string","Number of wide characters written (excluding L""\0"") = 4
Wide character = ݣݗݿݟ",Cwchar
mbsinit(),The mbsinit() function in C++ determines whether an mbstate_t object describes the initial conversion state.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

void test_ps(mbstate_t ps)
{
	if (mbsinit(&ps))
	cout << ""the conversion state is initial conversion state"" << endl;
	else
	cout << ""the conversion state is not initial conversion state"" << endl;
}

int main()
{
	setlocale(LC_ALL, ""en_US.utf8"");
	
	char str[] = ""\u00b5"";
	mbstate_t ps = mbstate_t();
	
	cout << ""Initially after creating ps, "";
	test_ps(ps);
	mbrlen(str, 1, &ps);
	
	cout << ""After performing some task, "";
	test_ps(ps);
	
	return 0;
}",int mbsinit( const mbstate_t* ps);,ps: Pointer to an mbstate_t object to inspect.,"Initially after creating ps, the conversion state is initial conversion state
After performing some task, the conversion state is not initial conversion state",Cwchar
mbrtowc(),The mbrtowc() function in C++ converts a narrow multibyte character to a wide character (of type wchar_t).,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

void test_mbrtowc(const char *s, size_t n)
{
	mbstate_t ps = mbstate_t();
	wchar_t wc;
	int retVal = mbrtowc(&wc, s, n, &ps);
	
	if (retVal == -2)
		wcout << L""Next "" << n << L"" byte(s) doesn't represent a complete multibyte character"" << endl;
	else if (retVal == -1)
		wcout << L""Next "" << n << L"" byte(s) doesn't represent a valid multibyte character"" << endl;
	else if (retVal == 0)
		wcout << L""The converted wide character is a null wide character"" << endl;
	else
	{
		wcout << L""Next "" << n << L"" byte(s) hold "" << retVal << L"" bytes of multibyte character, "";
		wcout << L""Resulting wide character is "" << wc << endl;
	}
}

int main()
{
	setlocale(LC_ALL, ""en_US.utf8"");
	
	char str1[] = ""\u00b5"";
	char str2[] = ""\0"";
	
	test_mbrtowc(str1, 1);
	test_mbrtowc(str1, 5);
	test_mbrtowc(str2, 5);
	
	return 0;
}","size_t mbrtowc( wchar_t* pwc, const char* s, size_t n, mbstate_t* ps );","pwc: Pointer to the memory address where the converted wide character is stored.
s: Pointer to the multibyte character to convert.
n: Maximum number of bytes in s to examine.
ps: Pointer to the conversion state used when interpreting the multibyte string","Next 1 byte(s) doesn't represent a complete multibyte character
Next 5 byte(s) hold 2 bytes of multibyte character, Resulting wide character is µ
The converted wide character is a null wide character",Cwchar
mbrlen(),The mbrlen() function in C++ determines the size in bytes of a multibyte character.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

void test_mbrlen(const char *s, size_t n)
{
	mbstate_t ps = mbstate_t();
	int retVal = mbrlen(s, n, &ps);

	if (retVal == -2)
		cout << ""Next "" << n << "" byte(s) doesn't represent a complete multibyte character"" << endl;
	else if (retVal == -1)
		cout << ""Next "" << n << "" byte(s) doesn't represent a valid multibyte character"" << endl;
	else
		cout << ""Next "" << n << "" byte(s) of "" << s << "" holds "" << retVal << "" byof multibyte character"" << endl;
}

int main()
{
	setlocale(LC_ALL, ""en_US.utf8"");
	char str[] = ""\u00b5"";

	test_mbrlen(str, 1);
	test_mbrlen(str, 5);

	return 0;
}","size_t mbrlen( const char* s, size_t n, mbstate_t* ps);","s: Pointer to the first byte of multibyte string to examine.
n: MAximum number of bytes in s to examine.
ps: Pointer to mbstate_t object that defines a conversion state.","Next 1 byte(s) doesn't represent a complete multibyte character
Next 5 byte(s) of µ holds 2 bytes of multibyte character",Cwchar
btowc(),The btowc() function in C++ converts a character to its wide character equivalent.,"#include <cwchar>
#include <cstring>
#include <iostream>
using namespace std;

int main()
{
	char str[] = ""Hello\xf4\xdf"";
	wchar_t wc;
	int count = 0;
	
	for (int i=0; i<strlen(str); i++)
	{
		wc = btowc(str[i]);
		if (wc != WEOF)
		count++;
	}
	
	cout << count << "" out of "" << strlen(str) << "" characters were successfully widened"";
	return 0;
}",wint_t btowc( int c );,c: The single byte character to convert to wide character.,5 out of 7 characters were successfully widened,Cwchar
wcstok(),The wcstok() function in C++ returns the next token in a null terminated wide string.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.utf8"");
	
	wchar_t str[] = L""parrot,owl,sparrow,pigeon,crow"";
	wchar_t delim[] = L""\u002c"";// unicode for comma
	wchar_t *ptr;
	
	wcout << L""The tokens are:"" << endl;
	wchar_t *token = wcstok(str,delim,&ptr);
	
	while (token)
	{
		wcout << token << endl;
		token = wcstok(NULL,delim,&ptr);
	}
	
	return 0;
}","wchar_t* wcstok( wchar_t* str, const wchar_t* delim, wchar_t ** ptr);","str: Pointer to the null terminated wide string to tokenize.
delim: Pointer to the null terminated wide string that contains the separators.
ptr: Pointer to a pointer to a wide character which is used by wcstok to store its internal state.","The tokens are:
parrot
owl
sparrow
pigeon
crow",Cwchar
wcstold(),The wcstold() function in C++ interprets the contents of a wide string as a floating point number and return its value as a long double.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");
	
	wchar_t str[] = L""93.410\u03b7\u05ea"";
	wchar_t *end;
	long double value;
	
	value = wcstold(str,&end);
	wcout << L""Wide String = "" << str << endl;
	wcout << L""Long Double value = "" << value << endl;
	wcout << L""End String = "" << end << endl;
	
	return 0;
}","long double wcstold( const wchar_t* str, wchar_t** str_end );","str: A wide string having the representation of a floating point number.
str_end: Pointer to a pointer to a wide character. The value of str_end is set by the function to the next character in str after the last valid character. This parameter can also be a null pointer.","Wide String = 93.410ηת
Long Double value = 93.41
End String = ηת",Cwchar
wcstol(),The wcstol() function in C++ interprets the contents of a wide string as an integral number of the specified base and returns its value as a long int.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");
	
	wchar_t str1[] = L""101aa\u16b6"";
	wchar_t str2[] = L""59"";
	wchar_t *end;
	long value;
	int base = 10;
	
	value = wcstol(str1, &end, base);
	wcout << L""String value = "" << str1 << endl;
	wcout << L""Long Int value = "" << value << endl;
	wcout << L""End String = "" << end << endl;
	
	value = wcstol(str2, &end, base);
	wcout << L""String value = "" << str2 << endl;
	wcout << L""Long Int value = "" << value << endl;
	wcout << L""End String = "" << end << endl;
	
	return 0;
}","long wcstol( const wchar_t* str, wchar_t** str_end, int base );","str: A wide string having the representation of an integral number.
str_end: A pointer to a pointer to a wide character. The value of str_end is set by the function to the next character in str after the last valid character. This parameter can also be a null pointer, in which case it is not used.
base: The base of the integral value. The set of valid values for base is {0, 2, 3, …, 35, 36}.","String value = 101aaᚶ
Long Int value = 101
End String = aaᚶ
String value = 59
Long Int value = 59
End String =",Cwchar
wcstof(),The wcstof() function in C++ interprets the contents of a wide string as a floating point number and return its value as a float.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");

	wchar_t str[] = L""40.001\u220fc12"";
	wchar_t *end;
	float value;
	value = wcstof(str,&end);

	wcout << L""Wide String = "" << str << endl;
	wcout << L""Float value = "" << value << endl;
	wcout << L""End String = "" << end << endl;

	return 0;
}","float wcstof( const wchar_t* str, wchar_t** str_end );","str: A wide string having the representation of a floating point number.
str_end: Pointer to a pointer to a wide character. The value of str_end is set by the function to the next character in str after the last valid character. This parameter can also be a null pointer.","Wide String = 40.001∏c12
Float value = 40.001
End String = ∏c12",Cwchar
wcstod(),The wcstod() function in C++ interprets the contents of a wide string as a floating point number and return its value as a double.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");
	wchar_t str[] = L""83.201xz\u0496\u0687"";

	wchar_t *end;
	double value;
	value = wcstod(str,&end);

	wcout << L""Wide String = "" << str << endl;
	wcout << L""Double value = "" << value << endl;
	wcout << L""End String = "" << end << endl;
	
	return 0;
}","double wcstod( const wchar_t* str, wchar_t** str_end );","str: A wide string having the representation of a floating point number.
str_end: Pointer to a pointer to a wide character. The value of str_end is set by the function to the next character in str after the last valid character. This parameter can also be a null pointer.","Wide String = 83.201xzҖڇ
Double value = 83.201
End String = xzҖڇ",Cwchar
wscanf(),The wscanf() function in C++ reads wide character from stdin.,%[*][width][length]specifier,"int wscanf( const char* format, ... );","format: Pointer to a null-terminated character string that specifies how to read the input. It consists of format specifiers starting with %.
		The format string has the following parts:
		
Non whitespace characters except % each of which consumes one identical character from the input stream. It can cause the function to fail if the next character on the stream does not compare equal.
Whitespace character: All the consecutive whitespace characters are treated as single whitespace character. Further, '\n', '\t' and ' ' are considered same.
Conversion specification: It follows the following format:
				
Initial % character that specifies the beginning
An optional * called assignment-suppressing character. If this character is present, wscanf() does not assign the result to any receiving argument.
An optional positive integer number that specifies maximum field width. It specifies the maximum number of characters that wscanf() is allowed to consume when doing the conversion specified by the current conversion specification.
An optional length modifier specifying the size of the receiving argument.
A conversion format specifier.




Format specifiers


Format Specifier
Description




%
Matches the literal %


c
Matches a single character or multiple characters. If width is defined, matches exactly width characters.


s
Matches consecutive non whitespace characters. If width is defined, matches exactly width characters or until first whitespace is found.


[set]
Matches a non empty sequence of character from the given set of characters. If ^ is present at the beginning of set, then all the characters not in set are matched.


d
Matches a decimal integer.


i
Matches an integer.


o
Matches an unsigned octal integer.


X or x
Matches an unsigned hexadecimal integer.


u
Matches an unsigned decimal integer.


A or a, E or e, F or f, G or g
Matches a floating-point number.


n
Returns the number of characters read so far.


p
Matches an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[*][width][length]specifier

… : Other additional arguments for receiving data. They occur in a sequence according to the format specifier.","Enter a wide character: ∭
∭ is not alphanumeric.",Cwchar
wprintf(),The wprintf() function in C++ is used to write a formatted wide string to stdout.,%[flags][width][.precision][length]specifier,"int wprintf( const wchar_t* format, ... );","format: A pointer to a null terminated wide string that is written to stdout. It consists of wide characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[flags][width][.precision][length]specifier

… : Other additional arguments specifying the data to be printed. They occur in a sequence according to the format specifier.","x = 5
Hello André",Cwchar
vwscanf(),The vwscanf() function in C++ is used to read wide character string from stdin.,%[*][width][length]specifier,"int vwscanf( const wchar_t* format, va_list vlist );","format: Pointer to a null-terminated wide character string that specifies how to read the input. It consists of format specifiers starting with %.
		The format string has the following parts:
		
Non whitespace characters except % each of which consumes one identical character from the input stream. It can cause the function to fail if the next character on the stream does not compare equal.
Whitespace character: All the consecutive whitespace characters are treated as single whitespace character. Further, '\n', '\t' and ' ' are considered same.
Conversion specification: It follows the following format:
				
Initial % character that specifies the beginning
An optional * called assignment-suppressing character. If this character is present, vwscanf() does not assign the result to any receiving argument.
An optional positive integer number that specifies maximum field width. It specifies the maximum number of characters that vwscanf() is allowed to consume when doing the conversion specified by the current conversion specification.
An optional length modifier specifying the size of the receiving argument.
A conversion format specifier.




Format specifiers


Format Specifier
Description




%
Matches the literal %


c
Matches a single character or multiple characters. If width is defined, matches exactly width characters.


s
Matches consecutive non whitespace characters. If width is defined, matches exactly width characters or until first whitespace is found.


[set]
Matches a non empty sequence of character from the given set of characters. If ^ is present at the beginning of set, then all the characters not in set are matched.


d
Matches a decimal integer.


i
Matches an integer.


o
Matches an unsigned octal integer.


X or x
Matches an unsigned hexadecimal integer.


u
Matches an unsigned decimal integer.


A or a, E or e, F or f, G or g
Matches a floating-point number.


n
Returns the number of characters read so far.


p
Matches an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[*][width][length]specifier

vlist: A list of arguments for receiving the inputs.","What is your name? Götz
Hello Götz",Cwchar
vwprintf(),The vwprintf() function in C++ is used to write a formatted wide string to stdout.,%[flags][width][.precision][length]specifier,"int vwprintf( const wchar_t* format, va_list vlist );","format: A pointer to a null terminated wide string that is written to stdout. It consists of characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[flags][width][.precision][length]specifier

vlist: A list of arguments containing the data to print.","Some Greek Letters
Eta : η
Theta : θ
Iota : ι
Kappa : κ
Lamda : λ",Cwchar
vswscanf(),The vfwscanf() function in C++ is used to read wide character string from a wide string bufffer.,%[*][width][length]specifier,"int vswscanf( const wchar_t* buffer, const wchar_t* format, va_list vlist );","buffer: Pointer to the null terminated wide string to read the data from.
format: Pointer to a null-terminated wide character string that specifies how to read the input. It consists of format specifiers starting with %.
		The format string has the following parts:
		
Non whitespace characters except % each of which consumes one identical character from the input stream. It can cause the function to fail if the next character on the stream does not compare equal.
Whitespace character: All the consecutive whitespace characters are treated as single whitespace character. Further, '\n', '\t' and ' ' are considered same.
Conversion specification: It follows the following format:
				
Initial % character that specifies the beginning
An optional * called assignment-suppressing character. If this character is present, vfwscanf() does not assign the result to any receiving argument.
An optional positive integer number that specifies maximum field width. It specifies the maximum number of characters that vfwscanf() is allowed to consume when doing the conversion specified by the current conversion specification.
An optional length modifier specifying the size of the receiving argument.
A conversion format specifier.




Format specifiers


Format Specifier
Description




%
Matches the literal %


c
Matches a single character or multiple characters. If width is defined, matches exactly width characters.


s
Matches consecutive non whitespace characters. If width is defined, matches exactly width characters or until first whitespace is found.


[set]
Matches a non empty sequence of character from the given set of characters. If ^ is present at the beginning of set, then all the characters not in set are matched.


d
Matches a decimal integer.


i
Matches an integer.


o
Matches an unsigned octal integer.


X or x
Matches an unsigned hexadecimal integer.


u
Matches an unsigned decimal integer.


A or a, E or e, F or f, G or g
Matches a floating-point number.


n
Returns the number of characters read so far.


p
Matches an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[*][width][length]specifier

vlist: A list of arguments for receiving the inputs.","Random Symbols
࿗
Æ
₹
℧
៘",Cwchar
vswprintf(),The vswprintf() function in C++ is used to write a formatted wide string to a wide string buffer.,%[flags][width][.precision][length]specifier,"int vswprintf( wchar_t* buffer, size_t buf_size, const wchar_t* format, va_list vlist );","buffer: Pointer to a wide string buffer to write the result.
buf_size: Maximum number of wide characters to write including the terminating null wide character.
format: A pointer to a null terminated wide string that is written to buffer. It consists of characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[flags][width][.precision][length]specifier

vlist: A list of arguments containing the data to write.",Arabic Letters: ڄ ڱ ڪ ڣ ڄ,Cwchar
vfwprintf(),The vfwprintf() function in C++ is used to write a formatted wide string to a file stream.,%[flags][width][.precision][length]specifier,"int vfwprintf( FILE* stream, const wchar_t* format, va_list vlist );","stream: Output file stream to write the result.
format: A pointer to a null terminated wide string that is written to stream. It consists of characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[flags][width][.precision][length]specifier

vlist: A list of arguments containing the data to write.","Some Greek Letters
Eta : η
Theta : θ
Iota : ι
Kappa : κ
Lamda : λ",Cwchar
ungetwc(),The ungetwc() function in C++ push the previously read wide character back to the stream so that it could be read again.,"#include <cwchar>
#include <clocale>
#include <cwctype>
#include <iostream>
#include <cstdio>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");

	wint_t c;
	long value = 0;
	wchar_t str[] = L""\u0037\u0031\u0039\u00b6\u03ee"";
	FILE *fp = fopen(""file.txt"", ""r+"");

	fputws(str,fp);
	rewind(fp);
	while(1)
	{
		c = fgetwc(fp);
		if (iswdigit(c))
		value = value*10 + c - L'0';
		else
		break;
	}
	ungetwc(c, fp);

	cout << ""Value = "" << value << endl;
	fclose(fp);
	return 0;
}","wint_t ungetwc( wint_t ch, FILE* stream );","ch: The wide character to be pushed back.
stream: File stream where the wide character is pushed back.",Value = 719,Cwchar
swprintf(),The swprintf() function in C++ is used to write a formatted wide string to a wide string buffer.,%[flags][width][.precision][length]specifier,"int swprintf( wchar_t* buffer, size_t size, const wchar_t* format, ... );","buffer: Pointer to the string buffer to write the result.
size: Specify maximum number of characters to be written to buffer which is size-1.
format: A pointer to a null terminated wide string that is written to stdout. It consists of wide characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.




		So the general format of format specifier is:
		
%[flags][width][.precision][length]specifier

… : Other additional arguments specifying the data to be written. They occur in a sequence according to the format specifier.","Some hebrew letters
א ב ס ד ת",Cwchar
putwchar(),The putwchar() function in C++ writes a wide character to stdout.,"#include <cwchar>
#include <clocale>
#include <iostream>
using namespace std;

int main()
{
	setlocale(LC_ALL, ""en_US.UTF-8"");
	wchar_t start = L'\u05d0', end = L'\u05ea';
	wcout << L""Hebrew Alphabets"" << endl;

	for (wchar_t i=start; i<=end; i++)
	{
		putwchar(i);
		putwchar(' ');
	}
	
	return 0;
}",wint_t putwchar(wchar_t ch);,ch: The wide character to be written.,"Hebrew Alphabets
א ב ג ד ה ו ז ח ט י ך כ ל ם מ ן נ ס ע ף פ ץ צ ק ר ש ת",Cwchar
getwchar(),The getwchar() function in C++ reads the next wide character from stdin.,"#include <iostream>
#include <cwchar>
#include <clocale>
using namespace std;

int main()
{
	int i=0;
	wchar_t c;
	wchar_t str[100];

	setlocale(LC_ALL, ""en_US.UTF-8"");
	wcout << L""Enter characters, Press Enter to stop\n"";
	do
	{
		c = getwchar();
		str[i] = c;
		i++;
	}while(c!=L'\n');

	wcout << L""You entered : "" << str;
	return 0;
}",wint_t getwchar();,None.,"Enter characters, Press Enter to stop
äs12 ɏ
You entered : äs12 ɏ",Cwchar
fwprintf(),The fwprintf() function in C++ is used to write a formatted wide string to a file stream.,%[flags][width][.precision][length]specifier,"int fwprintf( FILE* stream, const wchar_t* format, ... );","stream: Pointer to an output file stream where the contents are written.
format: A pointer to a null terminated wide string that is written to stdout. It consists of wide characters along with optional format specifiers starting with %. The format specifiers are replaced by the values of respective variables that follows format.
		The format specifier has the following parts:
		
A leading % sign
Flags: Optional one or more flags that modifies the conversion behavior.
				
- : Left justify the result within the field. By default it is right justified.
+ : The sign of the result is attached to the beginning of the value, even for positive results.
Space: If there is no sign, a space is attached to the beginning of the result.
# : An alternative form of the conversion is performed.
0 : It is used for integer and floating point number. Leading zeros are used to pad the numbers instead of space.


Width: An optional * or integer value used to specify minimum width field.
Precision : An optional field consisting of a . followed by * or integer or nothing to specify the precision.
Length : An optional length modifier that specifies the size of the argument.
Specifier: A conversion format specifier. The available format specifiers are as follows:


Format specifiers


Format Specifier
Description




%
Prints %


c
Writes a single character


s
Writes a character string


d or i
Converts a signed integer to decimal representation


o
Converts an unsigned integer to octal representation


X or x
Converts an unsigned integer to hexadecimal representation


u
Converts an unsigned integer to decimal representation


F or f
Converts floating-point number to the decimal representation


E or e
Converts floating-point number to the decimal exponent notation


A or a
Converts floating-point number to the hexadecimal exponent


G or g
Converts floating-point number to either decimal or decimal exponent notation


n
Returns the number of characters written so far by this call to the function. The result is written to the value pointed to by the argument


p
Writes an implementation defined character sequence defining a pointer.



		So the general format of format specifier is:

		
%[flags][width][.precision][length]specifier

… : Other additional arguments specifying the data to be written. They occur in a sequence according to the format specifier.",Here are some Hebrew letters: א ב ס ד ת,Cwchar
fwide(),The fwide() function in C++ either attempts to set the orientation or queries the current orientation of a given file stream.,"#include <cwchar>
#include <cstdio>
#include <iostream>
using namespace std;

int main()
{
	FILE *fp;
	int retVal;

	fp = fopen(""file.txt"",""r"");
	retVal = fwide(fp,0);
	if (retVal == 0)
		cout << ""Stream has no orientation"" << endl;
	else if (retVal > 0)
		cout << ""Stream is wide-oriented"" << endl;
	else
		cout << ""Stream is byte-oriented"" << endl;

	/* wide oriented stream */
	cout << ""Setting stream to wide-orientation"" << endl;
	retVal = fwide(fp,1);
	if (retVal == 0)
		cout << ""Stream has no orientation"" << endl;
	else if (retVal > 0)
		cout << ""Stream is wide-oriented"" << endl;
	else
		cout << ""Stream is byte-oriented"" << endl;

	return 0;
}","int fwide( FILE* stream, int mode );","stream: Pointer to the file stream to set or query the orientation.
mode: An integer value that determines whether to set or query the orientation of the stream.","Stream has no orientation
Setting stream to wide-orientation
Stream is wide-oriented",Cwchar
mbrtoc32(),The mbrtoc32() function in C++ converts a narrow multibyte character to a 32 bit character representation.,"#include <cstdio>
#include <cstdlib>
#include <cuchar>
#include <iostream>
using namespace std;

int main(void)
{
	char32_t pc32;
	char s[] = ""x"" ;
	mbstate_t ps;
	int length;

	length = mbrtoc32(&pc32, s, MB_CUR_MAX, &ps);
	if (length < 0)
	{
		perror(""mbrtoc32() fails to convert"");
		exit(-1);
	}

	cout << ""Multibyte string = "" << s << endl;
	cout << ""Length = "" << length << endl;
	printf (""32-bit character = 0x%08hx\n"", pc32);

	return 0;
}","size_t mbrtoc32( char32_t* pc32, const char* s, size_t n, mbstate_t* ps);","pc32: Pointer to the memory location to store the resulting 32 bit character.
s: Pointer to the multibyte character to convert.
n: Maximum number of bytes in s to convert.
ps: A pointer to an mbstate_t object used when interpreting the multibyte string.","Multibyte string = x
Length = 1
32-bit character = 0x00000078",Cuchar
